number,title,classification,timestamp
15206,Report 15206: Possible tracks found on Buckles Mountain,Class B,2005-10-06T12:00:00Z
15416,Report 15416: Possible vocalizations heard by campers near Lowman,Class B,2004-06-19T12:00:00Z
15621,Report 15621: Members of a Boy Scout troop hear possible vocalizations at Loon Lake,Class B,2006-06-27T12:00:00Z
18050,Report 18050: Series of loud vocalizations from two sources heard in the Yellowjacket Mountains.,Class B,2000-08-01T12:00:00Z
18958,Report 18958: Screaming and eyeshine witnessed by hunter in the Big Hole Mountains,Class B,2008-04-12T12:00:00Z
20221,Report 20221: Winter hikers find trail of footprints near Clark Fork,Class B,2000-12-31T12:00:00Z
24224,Report 24224: Man tells of his possible daylight encounter as a young motorcycle explorer in the Coeur d'Alene National Forest,Class B,1981-08-01T12:00:00Z
24693,"Report 24693: Rock banging, footprints and strange stripped tree on high mountain ranch near Sandpoint",Class B,2008-08-19T12:00:00Z
25056,Report 25056: Fish & Game employee recalls following possible tracks while hiking near Little Payette Lake,Class B,1979-10-20T12:00:00Z
28386,Report 28386: Camper and his three dogs hear possible vocalizations and cut camping trip short in Beaver Creek,Class B,2003-06-21T12:00:00Z
29020,Report 29020: Couple describes incidents at two different campgrounds in Boise National Forest,Class B,2009-11-01T12:00:00Z
2901,Report 2901: Couple in car terrified by loud howl/scream near Carlinville.,Class B,1978-05-01T12:00:00Z
2992,Report 2992: Unusual vocalizations from Mississippi River bottoms between Hamilton and Warsaw.,Class B,2001-05-16T12:00:00Z
3018,Report 3018: Late night screams heard near Rosiclare.,Class B,2001-08-16T12:00:00Z
3300,Report 3300: Trapper recalls large footprints he found while trapping near Pinckneyville.,Class B,1975-12-06T12:00:00Z
5742,Report 5742: Young man hears nighttime vocalizations and is followed in woods near Mounds.,Class B,2004-11-27T12:00:00Z
6820,Report 6820: Tracks found on a creek bed near Chandlerville,Class B,2004-11-14T12:00:00Z
10879,Report 10879: Mushroom hunters find series of large footprints near Ste. Marie.,Class B,2000-05-06T12:00:00Z
11121,Report 11121: Hikers find large footprint along Franklin Creek.,Class B,2003-06-14T12:00:00Z
11295,Report 11295: Coon hunters hear vocalizations and footprints found near Burlington.,Class B,1984-11-17T12:00:00Z
12836,Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin,Class B,2005-10-06T12:00:00Z
12919,Report 12919: Youth has nighttime sighting along Rock River,Class B,1986-11-15T12:00:00Z
13070,Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville,Class B,2005-11-18T12:00:00Z
14802,Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest,Class B,2006-05-29T12:00:00Z
15019,Report 15019: Possible vocalizations heard near Yorkville,Class B,2006-06-21T12:00:00Z
15393,Report 15393: Woman describes her son's possible sighting near Lake of Egypt in Shawnee National Forest,Class B,2006-07-28T12:00:00Z
15844,"Report 15844: Possible sounds heard, etc., in Kickapoo State Park",Class B,2005-10-01T12:00:00Z
15895,"Report 15895: Possible vocalization heard in Marion, Illinois",Class B,1977-12-31T12:00:00Z
18059,Report 18059: Possible footprints found five miles east of Vandalia.,Class B,1998-09-26T12:00:00Z
18584,Report 18584: Possible vocalization heard near Pyramid State Park.,Class B,2007-10-15T12:00:00Z
23760,Report 23760: Memory told of possible vocalizations and rocks thrown at Lake Kinkaid.,Class B,1978-04-02T12:00:00Z
25704,Report 25704: Cougar research interrupted by wood knocks at Bell Smith Springs,Class B,2007-09-22T12:00:00Z
25924,Report 25924: Possible encounter and vocalizations heard by bowhunter near Metropolis.,Class B,2008-11-26T12:00:00Z
26039,Report 26039: Motorist has possible sighting near Barrington.,Class B,2008-05-13T12:00:00Z
26874,Report 26874: Possible footprints found near Mackinaw River,Class B,2009-09-24T12:00:00Z
27042,Report 27042: Possible daylight sighting by motorist on Illinois Route 4 outside Hamel.,Class B,2009-12-18T12:00:00Z
27146,Report 27146: Deer hunters hear possible vocalizations and find strange footprints near Ellisville,Class B,2010-01-05T12:00:00Z
27387,Report 27387: Large unknown bipedal animal seen possibly chasing deer near Dixon,Class B,2010-02-28T12:00:00Z
27692,Report 27692: Mushroom hunter hears vocalizations and finds footprints near Jubilee College State Park,Class B,2010-05-05T12:00:00Z
28370,Report 28370: Memory told of a possible encounter and footprint found along Horse Creek north of Pawnee,Class B,1978-08-01T12:00:00Z
28525,Report 28525: Possible vocalizations and stick structures found in Bachelors Grove Cemetery,Class B,2010-11-02T12:00:00Z
28569,Report 28569: Wood knock and possible nighttime sighting east of Canton Lake,Class B,2008-12-27T12:00:00Z
28679,Report 28679: Hiker finds possible footprints in Timber Ridge Forest Preserve (w/photos),Class B,2011-01-04T12:00:00Z
28713,Report 28713: Hikers find possible footprints by a cornfield north of Norris,Class B,2009-09-15T12:00:00Z
29227,Report 29227: Possible footprints found near Metropolis,Class B,2011-05-03T12:00:00Z
29241,Report 29241: Memory of possible vocalizations and rock throwing southwest of Atwood,Class B,1999-10-09T12:00:00Z
29448,Report 29448: Possible footprints found near Algonquin,Class B,2011-02-03T12:00:00Z
29495,Report 29495: Possible footprint found on edge of Chatham,Class B,2011-06-15T12:00:00Z
29612,Report 29612: Vocalizations recorded and possible footprint found near Sugar Creek.,Class B,2011-06-23T12:00:00Z
29836,Report 29836: Family experiences strange occurences while fishing Kankakee River,Class B,2011-07-02T12:00:00Z
30510,Report 30510: Possible footprint found near Peoria,Class B,2011-08-14T12:00:00Z
30601,Report 30601: Possible vocalization and footprint found near Bachelors Grove Cemetery,Class B,2011-09-07T12:00:00Z
30645,Report 30645: Motorists have possible late night sighting south of Otterville,Class B,1997-10-11T12:00:00Z
31062,Report 31062: Possible footprints found near the Sugar Creek Covered Bridge,Class B,2011-06-16T12:00:00Z
31419,Report 31419: Possible nighttime sighting and vocalizations in a backyard near Old Ripley,Class B,2011-12-08T12:00:00Z
32196,Report 32196: Memory told of family encounters near Granite City.,Class B,1972-09-04T12:00:00Z
32634,Report 32634: Two paranormal investigators find possible evidence at Cumberland Sugar Creek Cemetery,Class B,2011-06-28T12:00:00Z
33040,Report 33040: Possible sighting by a deer hunter west of Rushville,Class B,2010-11-18T12:00:00Z
33264,Report 33264: Photos taken of possible footprints found on rural property near Albany,Class B,2012-01-23T12:00:00Z
33426,Report 33426: Possible footprints found northwest of Robinson,Class B,2007-01-06T12:00:00Z
34919,Report 34919: Motorist has a possible nighttime sighting west of Albion,Class B,2000-03-15T12:00:00Z
34980,Report 34980: Fisherman recalls his possible nighttime sighting near Vermilionville,Class B,1985-07-06T12:00:00Z
35206,Report 35206: Possible nighttime sighting by a homeowner near Bonnie,Class B,2010-10-02T12:00:00Z
35593,Report 35593: Possible nighttime sighting by motorists along border of Orland Grove Forest Preserve,Class B,2012-05-29T12:00:00Z
36567,Report 36567: Possible nighttime sighting while driving in Orient,Class B,2009-08-06T12:00:00Z
36702,Report 36702: Memory told of a possible sighting at dawn by a hunter in his tree stand southeast of Pontiac,Class B,1977-10-22T12:00:00Z
38032,Report 38032: Bow hunter sees an animal resembling a gorilla near Marseilles.,Class B,2012-11-09T12:00:00Z
38765,Report 38765: Recollection of possible encounters at a cemetery in the village of Cuba,Class B,1999-07-03T12:00:00Z
39084,Report 39084: Semi truck driver on I-70 observes a large ape-like creature in a field near Marshall,Class B,2013-01-16T12:00:00Z
39098,Report 39098: Possible sighting near University of Illinois Springfield soccer fields.,Class B,2012-10-04T12:00:00Z
39827,Report 39827: Memory told of a possible sighting on a back road west of Hardin,Class B,1974-07-13T12:00:00Z
39851,Report 39851: Motorists have possible nighttime sighting in Green Belt Forest Preserve,Class B,2010-08-14T12:00:00Z
39852,Report 39852: Memory told of a possible sighting while parked in a car near Granite City,Class B,1977-09-26T12:00:00Z
40120,Report 40120: Possible vocalizations and rock throwing east of Makanda,Class B,2013-03-01T12:00:00Z
40474,Report 40474: Hunter finds a possible footprint near Olive Branch,Class B,2011-08-02T12:00:00Z
40475,Report 40475: Memory told of strange occurrences while growing up near Castle Rock State Park,Class B,1965-10-02T12:00:00Z
40714,Report 40714: Motorist has possible nighttime sighting near Blandinsville,Class B,2013-03-23T12:00:00Z
40841,Report 40841: Motorist has possible nighttime sighting just north of Springfield on Veterans Parkway.,Class B,2011-07-16T12:00:00Z
40842,Report 40842: Memory told of a possible sighting along Happy Hollow Road near Gorham.,Class B,1975-10-11T12:00:00Z
40995,Report 40995: Possible sighting of animal playing peek-a-boo at Argyle Lake State Park.,Class B,2009-07-15T12:00:00Z
41907,Report 41907: Memory told of a possible sighting at night in a pasture east of Jacksonville,Class B,1986-01-11T12:00:00Z
42150,Report 42150: Possible footprint and handprint found in Plum Creek Play Meadow - Forest Preserve,Class B,2014-05-12T12:00:00Z
42547,Report 42547: Woman recalls her possible encounter on a farm outside Prairie du Rocher.,Class B,1973-06-08T12:00:00Z
42730,"Report 42730: Childhood memory told of seeing an upright, white animal while playing in a creek near Brussels",Class B,1968-05-04T12:00:00Z
43319,Report 43319: Possible sighting by a motorist near Hettick,Class B,2014-05-14T12:00:00Z
44644,Report 44644: Memory told of a daylight sighting near Chauncey,Class B,2014-05-12T12:00:00Z
44645,Report 44645: Motorist has possible daylight sighting near Embarras River,Class B,2014-03-20T12:00:00Z
45041,Report 45041: Man recalls possibly seeing a bigfoot playing peek-a-boo in headlights while parked west of Midlothian,Class B,2014-05-14T12:00:00Z
45830,Report 45830: Motorist has possible nighttime sighting in the Forest Preserves outside Chicago,Class B,2014-07-11T12:00:00Z
46917,Report 46917: Motorist has possible nighttime sighting near Hagaman Bottoms.,Class B,2015-01-22T12:00:00Z
47412,Report 47412: Motorist has possible night time sighting near Plainview,Class B,2014-12-27T12:00:00Z
47469,Report 47469: Memory told of possible vocalizations and footprints found near Atwood,Class B,2015-01-02T12:00:00Z
47521,Report 47521: Possible early morning sighting in Palos Park,Class B,2017-01-22T12:00:00Z
47720,Report 47720: Possible footprints in the snow found in Bedford Park (with photos),Class B,2015-01-19T12:00:00Z
49182,Report 49182: Memory told of a possible childhood encounter at Georgefield Barracks,Class B,2017-01-24T12:00:00Z
50965,Report 50965: Possible footprints found and cast east of Belleville near Illinois Route 4,Class B,2016-01-27T12:00:00Z
50967,Report 50967: Possible footprints found east of Belleville near Illinois Route 4,Class B,2016-01-27T12:00:00Z
51417,Report 51417: Possible early morning sighting near Glenwood Woods,Class B,2016-03-14T12:00:00Z
55386,Report 55386: Witness recalls possible nighttime sighting near Sparland,Class B,2016-08-16T12:00:00Z
56168,Report 56168: Possible nightime sighting along Scott-Troy Road south of Troy,Class B,2017-01-20T12:00:00Z
7239,Report 7239: Footprint found in the snow near Francesville.,Class B,2005-01-26T12:00:00Z
10284,Report 10284: Vocalizations heard and rocks thrown at fisherman and family on Blue River,Class B,2004-06-12T12:00:00Z
14845,Report 14845: Possible vocalizations heard near Fredericksburg,Class B,2006-05-30T12:00:00Z
15119,Report 15119: Possible indicative sounds heard near Camp Atterbury Military Reservation,Class B,2006-07-06T12:00:00Z
15374,"Report 15374: Possible vocalizations outside of Elberfeld, Indiana",Class B,2006-07-02T12:00:00Z
15926,Report 15926: Possible vocalization/intimidation at Ouabache State Park,Class B,1990-07-01T12:00:00Z
23537,Report 23537: Possible camp stalking and strange sounds heard near Moore's Hill,Class B,1982-08-01T12:00:00Z
24862,Report 24862: Experienced bow hunter recalls being scared by an unknown scream/howl near Austin,Class B,1992-10-20T12:00:00Z
25237,Report 25237: Father and son hear possible vocalizations and knocks on their property west of Indianapolis,Class B,2008-12-01T12:00:00Z
25869,Report 25869: Fisherman hears strange grunts and moans near Glenn Flint Lake,Class B,2006-08-01T12:00:00Z
27274,Report 27274: Possible vocalizations heard near Shades State Park,Class B,2009-07-01T12:00:00Z
27976,Report 27976: Strange vocalization heard while calling for a kitten on the Wabash River,Class B,2010-07-10T12:00:00Z
28453,Report 28453: Reliable military man describes childhood memory: Coon hounds flee a possible sasquatch 13 miles south of Muncie,Class B,1975-10-01T12:00:00Z
28797,Report 28797: Fishing couple describes possible rock throwing on reservoir 10 miles south of Huntington,Class B,2002-07-01T12:00:00Z
28861,"Report 28861: Loud, early morning vocalizations heard by duck hunters near Lake Monroe",Class B,2009-10-22T12:00:00Z
29386,Report 29386: Friends experience possible intimidation outside of Greenville,Class B,2010-10-05T12:00:00Z
29674,Report 29674: Possible encounter while backpacking in the Hoosier National Forest,Class B,2006-10-01T12:00:00Z
29891,Report 29891: Possible encounter experienced by a family while fishing at Prather Lake,Class B,2011-07-09T12:00:00Z
46063,Report 46063: Sister remembers possible incident while attempting to scare her brother near the town of Elizabeth,Class B,2001-07-15T12:00:00Z
49480,Report 49480: Campers hear possible vocalizations on Yellowwood Lake,Class B,2015-08-08T12:00:00Z
